Location,Site,Section,sample,min_depth,max_depth,depth,SH20_age,kcps,cps,MSE,K,Ca,Ti,Mn,Fe,Co,Ni,Cu,Zn,Rb,Sr,Zr,K_sd,Ca_sd,Ti_sd,Mn_sd,Fe_sd,Co_sd,Ni_sd,Cu_sd,Zn_sd,Rb_sd,Sr_sd,Zr_sd,K_ICP,Ca_ICP,Ti_ICP,Mn_ICP,Fe_ICP,Co_ICP,Ni_ICP,Cu_ICP,Zn_ICP,Rb_ICP,Sr_ICP,Zr_ICP,K_ICP_sd,Ca_ICP_sd,Ti_ICP_sd,Mn_ICP_sd,Fe_ICP_sd,Co_ICP_sd,Ni_ICP_sd,Cu_ICP_sd,Zn_ICP_sd,Rb_ICP_sd,Sr_ICP_sd,Zr_ICP_sd,Mo_inc,Mo_coh,Mo_inc_sd,Mo_coh_sd,coh_inc,coh_inc_sd,dry_mass_pc,dry_mass_err
Kerguelen,KER1,CAT1-S1-1B,36,45.1,46.2,45.6,888.225,15616.08333,49393.83333,1.421666667,-1.40358617,0.515371549,0.666477118,-0.774112084,4.106765651,0.008350622,-0.52343864,-0.941323463,-2.861660213,-0.821346366,1.245623531,0.782878466,-0.070179308,0.025768577,0.033323856,-0.038705604,0.205338283,0.000417531,-0.026171932,-0.047066173,-0.143083011,-0.041067318,0.062281177,0.039143923,3.070637675,4.132030777,3.448537829,0.122963605,4.494945603,-3.052118796,-2.275651166,-2.410985134,-1.387890799,-4.294671629,-0.834237622,-1.013560345,0.153531884,0.206601539,0.172426891,0.00614818,0.22474728,-0.15260594,-0.113782558,-0.120549257,-0.06939454,-0.214733581,-0.041711881,-0.050678017,20472.41667,4455,1778.473219,287.7574736,0.218104392,0.009289858,54.98885363,5.498885363
Kerguelen,KER1,CAT1-S1-1B,40,50.7,52.1,51.4,1089.453333,17542.06667,52529.06667,1.407333333,-1.686741699,0.350353857,0.591218346,-0.832796972,4.078845988,-0.228183818,-0.458136211,-0.69476474,-1.939812671,-1.282095928,1.148132355,0.953981493,-0.084337085,0.017517693,0.029560917,-0.041639849,0.203942299,-0.011409191,-0.022906811,-0.034738237,-0.096990634,-0.064104796,0.057406618,0.047699075,3.308347113,4.122993363,3.476498007,0.113456502,4.532633752,-2.849264245,-2.184665608,-2.362115198,-1.33303396,-4.954900074,-0.967199991,-0.902749662,0.165417356,0.206149668,0.1738249,0.005672825,0.226631688,-0.142463212,-0.10923328,-0.11810576,-0.066651698,-0.247745004,-0.04836,-0.045137483,24853.13333,4822.2,2421.379857,265.281037,0.194959698,0.011529893,40.20040958,4.020040958
Kerguelen,KER1,CAT1-S1-1B,41,52.3,53.6,53,1213.321429,15258.5,51210.85714,1.39,-1.410328814,0.539457779,0.809576282,-0.742564799,4.167282741,-0.223148728,-0.623572134,-0.964619618,-2.530410368,-0.979418463,1.281964939,0.675781183,-0.070516441,0.026972889,0.040478814,-0.03712824,0.208364137,-0.011157436,-0.031178607,-0.048230981,-0.126520518,-0.048970923,0.064098247,0.033789059,3.392016312,4.181709528,3.27746032,0.072213449,4.377123133,-3.238231264,-2.530145972,-2.554186023,-1.650153586,-3.376330381,-0.909623473,-1.041852043,0.169600816,0.209085476,0.163873016,0.003610672,0.218856157,-0.161911563,-0.126507299,-0.127709301,-0.082507679,-0.168816519,-0.045481174,-0.052092602,18871.42857,4335.5,2082.372896,231.4963864,0.231535365,0.019715073,52.07309242,5.207309242
Kerguelen,KER1,CAT1-S1-1B,46,59.9,61.2,60.5,1808.842857,20697.5,57365.5,1.327142857,-1.880466847,0.240634035,0.576119326,-0.817382273,4.243477329,-0.077858931,0.156528892,-0.211082091,-2.835454868,-1.523268479,0.470160188,1.658593719,-0.094023342,0.012031702,0.028805966,-0.040869114,0.212173866,-0.003892947,0.007826445,-0.010554105,-0.141772743,-0.076163424,0.023508009,0.082929686,3.102282142,3.816787082,3.111063612,-0.151634071,4.340362282,-3.237293534,-2.48995549,-2.441544979,-1.710120069,-3.093484404,-0.784797869,-0.461664702,0.155114107,0.190839354,0.155553181,-0.007581704,0.217018114,-0.161864677,-0.124497775,-0.122077249,-0.085506003,-0.15467422,-0.039239893,-0.023083235,34586.57143,5638.642857,1183.50605,130.2628155,0.163122271,0.003918103,21.37694093,2.137694093
Kerguelen,KER1,CAT1-S1-1B,49,64.4,65.8,65.1,2110.626667,18806.46667,52188.2,1.295333333,-1.038023695,-0.072981048,0.135365686,-0.581158203,3.830967833,-0.423815414,-0.242653446,-0.942348485,-2.003707182,0.023496804,-0.474171341,1.789028492,-0.051901185,-0.003649052,0.006768284,-0.02905791,0.191548392,-0.021190771,-0.012132672,-0.047117424,-0.100185359,0.00117484,-0.023708567,0.089451425,4.477061537,3.13249942,2.50828226,0.677322863,4.403374668,-4.947385318,-2.965919271,-3.736279012,-1.008119369,-1.571257081,-1.624941437,0.65536074,0.223853077,0.156624971,0.125414113,0.033866143,0.220168733,-0.247369266,-0.148295964,-0.186813951,-0.050405968,-0.078562854,-0.081247072,0.032768037,31054.26667,5426,3604.98499,249.476595,0.176164448,0.014053807,27.74511597,2.774511597
Kerguelen,KER1,CAT1-S1-1B,51,67.6,68.9,68.3,2364.321429,23322.57143,61836.21429,1.356428571,-0.502428955,0.037357123,0.133599637,-0.454187028,4.045493602,-0.161517414,0.323657025,-0.355948588,-2.865723305,-1.779173888,-0.230785445,1.809657237,-0.025121448,0.001867856,0.006679982,-0.022709351,0.20227468,-0.008075871,0.016182851,-0.017797429,-0.143286165,-0.088958694,-0.011539272,0.090482862,3.023393016,3.951340577,3.015122851,-0.082738204,4.322229269,-3.884430184,-1.702579075,-3.09360065,-1.818861895,-3.140746417,-0.300679929,-0.288449359,0.151169651,0.197567029,0.150756143,-0.00413691,0.216111463,-0.194221509,-0.085128954,-0.154680033,-0.090943095,-0.157037321,-0.015033996,-0.014422468,40818.78571,6144.214286,454.0540765,133.0275729,0.150520749,0.002587245,17.98223463,1.798223463
Kerguelen,KER1,CAT1-S1-1B,57,76.5,77.9,77.2,3056.76,23107.93333,57691.73333,1.326666667,-1.674453525,0.742221642,0.149942873,-0.473803772,4.206886676,0.234913433,1.132204586,0.424930026,-6.02300955,-1.037350242,-0.17406909,2.49158694,-0.083722676,0.037111082,0.007497144,-0.023690189,0.210344334,0.011745672,0.056610229,0.021246501,-0.301150477,-0.051867512,-0.008703454,0.124579347,1.984234903,4.45682998,2.10306155,0.225607438,4.987026813,-2.952535806,-1.880306347,-2.403621346,-1.675246947,-3.909203583,0.151909033,-1.087755687,0.099211745,0.222841499,0.105153077,0.011280372,0.249351341,-0.14762679,-0.094015317,-0.120181067,-0.083762347,-0.195460179,0.007595452,-0.054387784,42678,6341.6,515.9241362,166.7310923,0.148592771,0.003488414,13.12565828,1.312565828
Kerguelen,KER1,CAT1-S1-1C,69,86.1,87.5,86.8,3452.746667,23417.13333,58329,1.412,-1.605940075,0.75450367,-0.00787089,-0.536741671,4.20946155,-0.637139398,1.133215502,0.285074353,-6.040717275,-0.535250247,0.495539446,2.485865034,-0.080297004,0.037725184,-0.000393544,-0.026837084,0.210473078,-0.03185697,0.056660775,0.014253718,-0.302035864,-0.026762512,0.024776972,0.124293252,2.021535573,4.505474136,1.916114179,0.256559457,5.067925205,-3.001489382,-2.157772977,-2.359846485,-1.563296573,-3.827320456,0.282296838,-1.140179517,0.101076779,0.225273707,0.095805709,0.012827973,0.25339626,-0.150074469,-0.107888649,-0.117992324,-0.078164829,-0.191366023,0.014114842,-0.057008976,43233.86667,6307.533333,483.1422249,133.5439289,0.145892131,0.00256107,12.56793451,1.256793451
Kerguelen,KER1,CAT1-S1-1C,73,92.4,93.7,93.1,3631.135714,21919.64286,55028.5,1.295714286,-1.623551219,0.552401224,-0.159928776,-0.670075052,4.02057166,-0.375203268,0.92534314,0.148185335,-4.215287892,-1.049564674,0.075171549,2.371937974,-0.081177561,0.027620061,-0.007996439,-0.033503753,0.201028583,-0.018760163,0.046267157,0.007409267,-0.210764395,-0.052478234,0.003758577,0.118596899,2.353387138,4.298031191,2.79105441,0.193343403,4.814474113,-3.378344718,-2.600926049,-2.342705232,-1.583280743,-3.650644838,0.122878527,-1.017267202,0.117669357,0.21490156,0.13955272,0.00966717,0.240723706,-0.168917236,-0.130046302,-0.117135262,-0.079164037,-0.182532242,0.006143926,-0.05086336,40754.64286,6081.428571,598.7366966,145.133209,0.149229965,0.003312639,13.46785804,1.346785804
Kerguelen,KER1,CAT1-S1-1C,80,103.1,104.5,103.8,3940.826667,22842.73333,56752.8,1.344666667,-1.786637673,0.376685353,-0.174241179,-1.086110385,3.732969676,-0.189872312,0.768577854,0.093675193,-2.101855903,-1.366466418,-0.453587827,2.18686362,-0.089331884,0.018834268,-0.008712059,-0.054305519,0.186648484,-0.009493616,0.038428893,0.00468376,-0.105092795,-0.068323321,-0.022679391,0.109343181,2.054687268,4.465379553,2.185501346,0.166320804,4.852876705,-3.306169387,-2.469290435,-2.261945547,-1.440320713,-3.581442479,0.371138745,-1.03673586,0.102734363,0.223268978,0.109275067,0.00831604,0.242643835,-0.165308469,-0.123464522,-0.113097277,-0.072016036,-0.179072124,0.018556937,-0.051836793,42424.2,6334.133333,564.2894647,143.6343904,0.149304916,0.002732735,12.25687847,1.225687847
Kerguelen,KER1,CAT1-S1-1C,86,112.2,113.6,112.9,4208.64,23327.13333,56259.46667,1.338,-2.198025331,0.758721496,-0.500432904,-0.885461939,3.987497187,0.51588999,1.26832313,0.650070944,-5.819696035,-0.453097161,-0.110041943,2.786252567,-0.109901267,0.037936075,-0.025021645,-0.044273097,0.199374859,0.025794499,0.063416156,0.032503547,-0.290984802,-0.022654858,-0.005502097,0.139312628,2.034771634,4.55025537,2.142958894,0.178748872,4.752374221,-3.620292435,-2.642146344,-1.97975746,-1.321998822,-3.598456642,0.516789977,-1.013247264,0.101738582,0.227512768,0.107147945,0.008937444,0.237618711,-0.181014622,-0.132107317,-0.098987873,-0.066099941,-0.179922832,0.025839499,-0.050662363,43221.4,6328.066667,818.434551,201.1241502,0.146391761,0.002854314,13.92959389,1.392959389
Kerguelen,KER1,CAT1-S1-1C,93,122.9,124.1,123.5,4497.107692,23905.46154,57464.46154,1.32,-2.139433341,1.054873459,-0.541294984,-0.719986773,4.077217613,0.521847125,1.367910764,0.728848531,-5.767868446,-1.098640623,-0.294790083,2.811316758,-0.106971667,0.052743673,-0.027064749,-0.035999339,0.203860881,0.026092356,0.068395538,0.036442427,-0.288393422,-0.054932031,-0.014739504,0.140565838,1.601141614,4.825414727,1.947997054,0.323850832,4.870925072,-3.472625994,-2.476591079,-2.125742358,-1.311292748,-3.857514133,0.835935485,-1.161498473,0.080057081,0.241270736,0.097399853,0.016192542,0.243546254,-0.1736313,-0.123829554,-0.106287118,-0.065564637,-0.192875707,0.041796774,-0.058074924,44027.92308,6353.230769,474.9455164,135.3570303,0.14429771,0.002510634,12.11978687,1.211978687
Kerguelen,KER1,CAT1-S1-1D,105,130.3,131.4,130.8,4654.675,22628.83333,55695.08333,1.306666667,-1.673000092,0.699965798,-0.500775986,-0.753935433,4.027280889,0.103598737,1.214667396,0.650884329,-5.862654834,-1.573909189,0.929175058,2.738703326,-0.083650005,0.03499829,-0.025038799,-0.037696772,0.201364044,0.005179937,0.06073337,0.032544216,-0.293132742,-0.078695459,0.046458753,0.136935166,2.133774186,4.614377485,2.291718647,0.141070854,4.554790854,-3.754905412,-2.484207222,-2.427282427,-1.218289993,-3.623920692,0.675406901,-0.90253318,0.106688709,0.230718874,0.114585932,0.007053543,0.227739543,-0.187745271,-0.124210361,-0.121364121,-0.0609145,-0.181196035,0.033770345,-0.045126659,41852.16667,6051.583333,374.7321063,175.8291828,0.144591799,0.00390588,13.01429456,1.301429456
Kerguelen,KER1,CAT1-S1-1D,108,134.6,135.8,135.2,4745.8,22323.46154,54924.61538,1.440769231,-1.48550422,1.028222868,-0.035494044,-0.960741088,4.023434173,0.391234023,1.276797858,0.725914144,-5.017729864,-2.96360613,0.245996058,2.771476224,-0.074275211,0.051411143,-0.001774702,-0.048037054,0.201171709,0.019561701,0.063839893,0.036295707,-0.250886493,-0.148180307,0.012299803,0.138573811,1.982632459,4.664779759,2.465851742,0.159442361,4.568849842,-3.697097306,-2.382585514,-2.380600547,-1.734230593,-3.497361509,0.757409182,-0.907089876,0.099131623,0.233238988,0.123292587,0.007972118,0.228442492,-0.184854865,-0.119129276,-0.119030027,-0.08671153,-0.174868075,0.037870459,-0.045354494,41812.07692,6176.846154,1023.087685,197.2582259,0.147728606,0.003058425,11.60860149,1.160860149
Kerguelen,KER1,CAT1-S1-1D,110,137.6,138.8,138.2,4810.630769,22217.84615,54839.15385,1.287692308,-2.075020298,0.479035706,-0.504352496,-1.02203417,3.557326687,-0.013341213,0.962772639,0.113559825,-2.754181236,-1.057037744,-0.062938154,2.376210454,-0.103751015,0.023951785,-0.025217625,-0.051101709,0.177866334,-0.000667061,0.048138632,0.005677991,-0.137709062,-0.052851887,-0.003146908,0.118810523,0.519729203,4.800703482,2.324143604,0.280050614,4.673291653,-3.552641795,-2.136239668,-1.971458022,-1.525756448,-3.635679232,0.927236286,-0.703379678,0.02598646,0.240035174,0.11620718,0.014002531,0.233664583,-0.17763209,-0.106811983,-0.098572901,-0.076287822,-0.181783962,0.046361814,-0.035168984,42000.53846,6175.846154,323.2851206,176.9900403,0.147029775,0.003540928,12.0714856,1.20714856
Kerguelen,KER1,CAT1-S1-1D,114,143.4,144.6,144,4936.930769,22964,55507.53846,1.303076923,-2.488018884,0.682716566,-0.281119041,-1.080085348,3.542516125,-0.007287606,1.084677816,0.364131661,-3.502749689,-1.297891486,0.425689554,2.557420332,-0.124400944,0.034135828,-0.014055952,-0.054004267,0.177125806,-0.00036438,0.054233891,0.018206583,-0.175137484,-0.064894574,0.021284478,0.127871017,1.405331826,4.630095978,2.439192187,0.065002796,4.483906063,-3.745183651,-1.90984126,-1.865780931,-1.816438021,-3.918319763,0.729823742,-0.497788966,0.070266591,0.231504799,0.121959609,0.00325014,0.224195303,-0.187259183,-0.095492063,-0.093289047,-0.090821901,-0.195915988,0.036491187,-0.024889448,43080.07692,6317,599.1299889,193.8620644,0.146626676,0.003704556,10.34845519,1.034845519
Kerguelen,KER1,CAT1-S1-1D,117,147.8,148.9,148.4,5072.725,22267.91667,55087.5,1.346666667,-1.763670546,0.414931519,0.445779123,-0.736426113,3.371476496,-1.027195288,0.55028873,-0.436272596,-3.271444804,-0.492625532,0.964592203,1.980566809,-0.088183527,0.020746576,0.022288956,-0.036821306,0.168573825,-0.051359764,0.027514436,-0.02181363,-0.16357224,-0.024631277,0.04822961,0.09902834,4.087259414,3.843086665,3.130718315,-0.165008572,3.710338303,-4.627125208,-2.973568611,-2.801999169,-1.44458283,-2.427503694,-0.104840011,-0.226774602,0.204362971,0.192154333,0.156535916,-0.008250429,0.185516915,-0.23135626,-0.148678431,-0.140099958,-0.072229142,-0.121375185,-0.005242001,-0.01133873,40863.08333,6265,2470.866151,212.3089516,0.153631201,0.006694886,15.67137024,1.567137024
Kerguelen,KER1,CAT1-S1-1D,119,150.7,151.8,151.3,5184.441667,23072.16667,55131.5,1.3725,-1.81542308,0.680876753,0.054454168,-1.018479106,3.364251506,-0.446465639,0.939431187,0.126909247,-3.201717441,-1.213843093,0.126012788,2.403992709,-0.090771154,0.034043838,0.002722708,-0.050923955,0.168212575,-0.022323282,0.046971559,0.006345462,-0.160085872,-0.060692155,0.006300639,0.120199635,1.936728765,4.442380015,2.330186273,-0.234508073,4.131153714,-4.010562302,-1.855407224,-1.967156624,-0.65846018,-4.093181485,0.563080785,-0.584253663,0.096836438,0.222119001,0.116509314,-0.011725404,0.206557686,-0.200528115,-0.092770361,-0.098357831,-0.032923009,-0.204659074,0.028154039,-0.029212683,43054.33333,6227.083333,589.7309607,134.6068068,0.144629065,0.002135395,10.15673365,1.015673365
Kerguelen,KER1,CAT1-S1-1D,123,156.5,157.7,157.1,5436.623077,23160.69231,55187.46154,1.347692308,-2.759444952,0.710121325,-0.460374801,-0.595920293,3.39381019,-0.783903005,1.249163337,0.230128042,-2.348148923,-1.982214654,0.787850726,2.558933007,-0.137972248,0.035506066,-0.02301874,-0.029796015,0.169690509,-0.03919515,0.062458167,0.011506402,-0.117407446,-0.099110733,0.039392536,0.12794665,1.585112736,4.73057789,2.110264029,0.013521997,4.465747961,-3.703777583,-1.715154084,-1.885616065,-1.438966088,-4.000368063,0.778025341,-0.939368072,0.079255637,0.236528895,0.105513201,0.0006761,0.223287398,-0.185188879,-0.085757704,-0.094280803,-0.071948304,-0.200018403,0.038901267,-0.046968404,43283.84615,6268.076923,772.2085045,182.3039868,0.144808217,0.003093697,11.97580925,1.197580925
Kerguelen,KER1,CAT1-S1-1D,124,158,159.2,158.6,5499.669231,23511.76923,56021.46154,1.395384615,-2.235895294,0.852229153,-0.414660007,-0.476711995,3.504598172,-0.524178533,1.40841584,0.341793089,-5.732402856,-0.241718404,0.699733055,2.818797779,-0.111794765,0.042611458,-0.020733,-0.0238356,0.175229909,-0.026208927,0.070420792,0.017089654,-0.286620143,-0.01208592,0.034986653,0.140939889,3.02516971,4.376708192,2.229179853,-0.114017673,4.062914505,-4.008225821,-2.08962964,-2.298972007,-1.531787302,-3.203867972,0.412672036,-0.860143882,0.151258485,0.21883541,0.111458993,-0.005700884,0.203145725,-0.200411291,-0.104481482,-0.1149486,-0.076589365,-0.160193399,0.020633602,-0.043007194,44059,6357.769231,822.2367867,155.3620255,0.144329003,0.003683225,13.98620881,1.398620881
Kerguelen,KER1,CAT1-S1-1E,132,161.5,162.7,162.1,5646.269231,23811.38462,56569.61538,1.366923077,-1.492740958,0.885715258,-0.503856004,-0.826421019,3.277544784,-0.298818489,1.366767225,0.405848535,-5.76833813,-0.398057947,0.556089758,2.796266987,-0.074637048,0.044285763,-0.0251928,-0.041321051,0.163877239,-0.014940924,0.068338361,0.020292427,-0.288416906,-0.019902897,0.027804488,0.139813349,2.951501028,4.150352599,2.982960086,0.121479899,4.592121416,-3.23225711,-2.266225839,-2.548740768,-1.514858318,-3.590303793,-0.562450006,-1.083579194,0.147575051,0.20751763,0.149148004,0.006073995,0.229606071,-0.161612856,-0.113311292,-0.127437038,-0.075742916,-0.17951519,-0.0281225,-0.05417896,45075.92308,6574.307692,524.9314974,124.4450244,0.145862529,0.002957996,19.24399494,1.924399494
Kerguelen,KER1,CAT1-S1-1E,137,168.8,170,169.4,5947.946154,23243.15385,57024.69231,1.373846154,-0.875755465,0.624198214,0.257822926,-0.400861851,3.975338222,-0.609544077,0.907617446,0.059098286,-6.14460441,-0.689447674,0.427086241,2.469052142,-0.043787773,0.031209911,0.012891146,-0.020043093,0.198766911,-0.030477204,0.045380872,0.002954914,-0.307230221,-0.034472384,0.021354312,0.123452607,1.821607604,4.714341571,2.204597426,0.150973331,4.422320263,-3.772243908,-2.422217552,-2.084769307,-1.239606054,-3.717791874,0.723820494,-0.801031994,0.09108038,0.235717079,0.110229871,0.007548667,0.221116013,-0.188612195,-0.121110878,-0.104238465,-0.061980303,-0.185889594,0.036191025,-0.0400516,42551.15385,6192.692308,1092.790758,214.155078,0.14554695,0.003903024,11.79816971,1.179816971
Kerguelen,KER1,CAT1-S1-1E,144,179,180.2,179.6,6370.753846,22715.76923,55020.92308,1.346923077,-1.680574674,0.85868834,0.170731482,-0.352247069,3.540642081,-0.322137268,1.080616929,0.260614774,-6.024380096,-0.788756799,0.69100329,2.56579901,-0.084028734,0.042934417,0.008536574,-0.017612353,0.177032104,-0.016106863,0.054030846,0.013030739,-0.301219005,-0.03943784,0.034550165,0.12828995,4.142873007,3.879272605,2.531122293,0.162726084,3.785199525,-4.880966431,-3.082118964,-2.653689207,-1.369473713,-2.221093695,-0.442332483,0.148480978,0.20714365,0.19396363,0.126556115,0.008136304,0.189259976,-0.244048322,-0.154105948,-0.13268446,-0.068473686,-0.111054685,-0.022116624,0.007424049,42318.38462,6246.384615,976.5482185,143.4750492,0.147650223,0.003789667,14.89672027,1.489672027
Kerguelen,KER1,CAT1-S1-1E,145,180.4,181.6,181,6433.538462,18555.69231,44574.53846,1.393846154,-0.996151436,0.21529023,0.178684332,-0.729009238,3.086284293,-1.016691311,0.145972999,-0.454300056,-2.89369506,0.033649486,0.765511179,1.664454582,-0.049807572,0.010764512,0.008934217,-0.036450462,0.154314215,-0.050834566,0.00729865,-0.022715003,-0.144684753,0.001682474,0.038275559,0.083222729,5.400582173,3.614914394,3.325746493,0.14876342,3.747531242,-4.811162046,-3.768574023,-3.32832184,-1.237542156,-1.855844119,-1.083096655,-0.152996886,0.270029109,0.18074572,0.166287325,0.007438171,0.187376562,-0.240558102,-0.188428701,-0.166416092,-0.061877108,-0.092792206,-0.054154833,-0.007649844,31582.76923,5394.230769,6265.93824,572.7287249,0.174344314,0.02120744,41.8734204,4.18734204
Kerguelen,KER1,CAT1-S1-1E,146,181.9,183,182.4,6500.141667,13949,38376,1.411666667,0.404721732,0.162547248,0.525174251,-0.584158998,3.290895582,-1.035799449,-0.687804983,-1.535816874,-2.129118719,0.234463564,0.372613902,0.982282743,0.020236087,0.008127362,0.026258713,-0.02920795,0.164544779,-0.051789972,-0.034390249,-0.076790844,-0.106455936,0.011723178,0.018630695,0.049114137,5.223346654,3.148812882,2.920817585,0.763892786,4.274348224,-5.49871664,-4.418168785,-3.426064238,-0.747663655,-1.237478374,-1.595438258,0.592311818,0.261167333,0.157440644,0.146040879,0.038194639,0.213717411,-0.274935832,-0.220908439,-0.171303212,-0.037383183,-0.061873919,-0.079771913,0.029615591,20285.25,4924.75,2857.980537,337.4018713,0.244724512,0.015893984,35.95890476,3.595890476
Kerguelen,KER1,CAT1-S1-1E,147,183.3,184.4,183.8,6564.375,22427.08333,57499.5,1.2675,-0.316476891,-0.006205555,0.232270133,-0.484695798,3.325297532,-0.889128382,0.133018099,-0.758697767,-1.732306772,-0.846697775,-0.444204437,1.787827611,-0.015823845,-0.000310278,0.011613507,-0.02423479,0.166264877,-0.044456419,0.006650905,-0.037934888,-0.086615339,-0.042334889,-0.022210222,0.089391381,2.630416188,4.000176757,2.600085841,-0.065394258,3.757531299,-4.4238529,-2.370353529,-2.322150372,-0.86602577,-3.379257678,0.041937058,0.396887365,0.131520809,0.200008838,0.130004292,-0.003269713,0.187876565,-0.221192645,-0.118517676,-0.116107519,-0.043301289,-0.168962884,0.002096853,0.019844368,41365.91667,6449.583333,2243.380058,218.7806948,0.156258563,0.008311197,11.78728762,1.178728762
Kerguelen,KER1,CAT1-S1-1E,151,189,190.3,189.7,6812.307143,23247.14286,55625.64286,1.319285714,-2.04005997,0.86684109,0.136755736,-0.66060714,3.439479865,0.016392054,1.295062357,0.632206031,-5.806231098,-1.138421515,0.506540249,2.75204234,-0.102002998,0.043342055,0.006837787,-0.033030357,0.171973993,0.000819603,0.064753118,0.031610302,-0.290311555,-0.056921076,0.025327012,0.137602117,2.372506415,4.454744667,2.54691619,0.004625272,4.055633727,-3.907762287,-2.183284196,-1.927856532,-1.719628529,-3.755734256,0.457009742,-0.397170212,0.118625321,0.222737233,0.12734581,0.000231264,0.202781686,-0.195388114,-0.10916421,-0.096392827,-0.085981426,-0.187786713,0.022850487,-0.019858511,43516.42857,6467.142857,1047.994401,171.9565496,0.148631763,0.002911789,11.99071198,1.199071198
Kerguelen,KER1,CAT1-S1-1E,157,198.4,199.7,199,7055.1,23330.92857,56708.85714,1.285,-2.117771807,0.925488402,-0.21438014,-0.743134531,3.316123697,-0.491261911,0.907004766,0.328311401,-3.916175819,-0.986583348,0.573359023,2.419020266,-0.10588859,0.04627442,-0.010719007,-0.037156727,0.165806185,-0.024563096,0.045350238,0.01641557,-0.195808791,-0.049329167,0.028667951,0.120951013,2.446868409,4.612681026,2.31992281,0.218767045,4.233581311,-3.814497318,-2.385896889,-2.270098194,-1.675748151,-3.453962054,0.640703417,-0.872321413,0.12234342,0.230634051,0.115996141,0.010938352,0.211679066,-0.190724866,-0.119294844,-0.11350491,-0.083787408,-0.172698103,0.032035171,-0.043616071,43491.42857,6470.5,1218.101594,210.0398314,0.148796515,0.003487248,12.08109258,1.208109258
Kerguelen,KER1,CAT1-S1-1E,161,204.5,205.8,205.2,7160.464286,22635.42857,56487.28571,1.304285714,-1.889045743,0.544061412,-0.041196807,-0.896862917,3.559699724,0.033235788,0.781116191,-0.028400245,-4.007707997,-1.148941579,0.805451492,2.288590681,-0.094452287,0.027203071,-0.00205984,-0.044843146,0.177984986,0.001661789,0.03905581,-0.001420012,-0.2003854,-0.057447079,0.040272575,0.114429534,2.702897503,4.55066845,2.533873491,0.332584376,4.1829689,-4.029791699,-2.781098524,-2.274488066,-1.949815034,-3.166760686,0.582744576,-0.683783288,0.135144875,0.227533422,0.126693675,0.016629219,0.209148445,-0.201489585,-0.139054926,-0.113724403,-0.097490752,-0.158338034,0.029137229,-0.034189164,41935.85714,6235.214286,1396.69356,214.3326597,0.148729542,0.004024367,17.63820882,1.763820882
Kerguelen,KER1,CAT1-S1-1F,170,210.3,211.7,211,7263.933333,21787.13333,53540,1.36,-2.296707474,1.157277412,-0.203344594,-0.639815403,3.669966325,0.171708814,1.133352826,0.494973526,-5.9662342,-0.620397317,0.525449925,2.573770161,-0.114835374,0.057863871,-0.01016723,-0.03199077,0.183498316,0.008585441,0.056667641,0.024748676,-0.29831171,-0.031019866,0.026272496,0.128688508,1.466651504,5.007006647,1.940818865,0.634646931,4.574897034,-3.585143096,-2.403881425,-1.774766306,-1.881499319,-3.873515688,1.004962974,-1.11017812,0.073332575,0.250350332,0.097040943,0.031732347,0.228744852,-0.179257155,-0.120194071,-0.088738315,-0.094074966,-0.193675784,0.050248149,-0.055508906,40604.4,5896.533333,1305.120783,295.9181515,0.145198941,0.004970267,14.89020858,1.489020858
Kerguelen,KER1,CAT1-S1-1F,177,220.9,222.2,221.6,7451.671429,23521.64286,57297.14286,1.331428571,-1.910242163,0.842894898,-0.60785069,-0.518823965,3.389136284,-0.15214809,1.191945917,0.527927009,-5.959539547,-0.317379216,0.845945674,2.668133889,-0.095512108,0.042144745,-0.030392535,-0.025941198,0.169456814,-0.007607404,0.059597296,0.02639635,-0.297976977,-0.015868961,0.042297284,0.133406694,1.881169639,4.786832877,2.151258616,0.45605852,4.334103109,-3.629806004,-2.544305561,-1.75290041,-1.782836162,-3.769726115,0.788006656,-0.917855166,0.094058482,0.239341644,0.107562931,0.022802926,0.216705155,-0.1814903,-0.127215278,-0.087645021,-0.089141808,-0.188486306,0.039400333,-0.045892758,44417.57143,6560.142857,535.7876609,105.7303225,0.147714316,0.003066652,6.903208584,0.690320858
Kerguelen,KER1,CAT1-S1-1F,179,224,225.4,224.7,7505.433333,23158.46667,56412.73333,1.297333333,-2.211227519,0.97900673,-0.278610617,-0.322122764,3.628656572,0.017249602,1.118573144,0.387407896,-5.987048903,-1.052814807,1.107683744,2.613246925,-0.110561376,0.048950336,-0.013930531,-0.016106138,0.181432829,0.00086248,0.055928657,0.019370395,-0.299352445,-0.05264074,0.055384187,0.130662346,2.2111553,4.547113954,2.254694469,0.251683619,4.096895269,-3.967268315,-2.122694025,-2.069819477,-1.898888596,-3.521927701,0.600018858,-0.380963355,0.110557765,0.227355698,0.112734723,0.012584181,0.204844763,-0.198363416,-0.106134701,-0.103490974,-0.09494443,-0.176096385,0.030000943,-0.019048168,42823.13333,6404.266667,2390.572402,436.6781205,0.149477817,0.003226288,15.13364658,1.513364658
