Site,depth,SH20_age,Ti,Ca,Sr,Ti_ICP_clr_ppm,Ti_ICP_clr_lower_ppm,Ti_ICP_clr_upper_ppm,Ca_ICP_clr_ppm,Ca_ICP_clr_lower_ppm,Ca_ICP_clr_upper_ppm,Sr_ICP_clr_ppm,Sr_ICP_clr_lower_ppm,Sr_ICP_clr_upper_ppm
HER42PB,134.4,1300.38,26,319,484,546.982956,466.2689735,641.0278912,16144.32442,16250.61212,16022.70673,305.9519907,280.378271,333.5247513
HER42PB,134.5,1301.41,53,292,277,1004.293345,859.4079049,1171.682899,15742.71707,15907.63341,15553.99919,250.2489538,230.2180527,271.5772777
HER42PB,134.6,1302.44,35,242,357,885.4287765,756.9156456,1034.235386,15850.84699,16000.4961,15679.46028,260.9836011,239.8476213,283.5636992
HER42PB,134.7,1303.48,29,282,302,614.0107851,523.6969063,719.1119898,16087.18165,16202.0922,15955.60849,296.0669309,271.4702588,322.538889
HER42PB,134.8,1304.51,0,239,370,NA,NA,NA,NA,NA,NA,NA,NA,NA
HER42PB,134.9,1305.54,40,221,633,1197.55804,1026.524678,1394.432878,15562.71846,15752.35205,15346.1479,236.9828675,218.3826442,256.6785912
HER42PB,135,1306.58,16,231,336,466.085285,397.0510843,546.6379211,16209.2497,16305.38403,16099.41709,321.9243841,294.8242582,351.2043539
HER42PB,135.1,1307.61,17,234,491,547.2111274,466.4472113,641.3194025,16151.05895,16256.82415,16029.99315,298.9892904,273.9880111,325.9468177
HER42PB,135.2,1308.64,53,261,395,1237.883998,1061.432691,1440.849916,15531.04483,15725.34958,15309.19466,228.3305366,210.4771014,247.2147889
HER42PB,135.3,1309.68,53,283,316,1022.9092,875.4851405,1193.170047,15724.39251,15891.78553,15532.88078,249.9576634,229.9886993,271.2085441
HER42PB,135.4,1310.71,43,295,358,875.48609,748.3610888,1022.71005,15857.60077,16006.13784,15687.49602,264.1725048,242.7604358,287.0532981
HER42PB,135.5,1311.74,65,335,377,1121.489158,960.6686953,1306.879182,15635.80697,15815.61136,15430.27038,239.9632389,220.9793139,260.1098085
HER42PB,135.6,1312.78,77,299,374,1425.243164,1224.103939,1655.78177,15354.92295,15572.70637,15106.87538,217.0932584,200.4490546,234.6022217
HER42PB,135.7,1313.81,74,352,401,1233.343285,1057.500762,1435.625304,15534.63884,15728.41651,15313.38379,229.2772413,211.3420957,248.2502715
HER42PB,135.8,1314.84,41,336,562,835.9427902,714.2956539,976.9341665,15899.0279,16042.02347,15735.19715,262.2886806,240.9402441,285.1280501
HER42PB,135.9,1315.88,75,309,396,1379.796598,1184.599193,1603.718009,15397.20563,15609.37079,15155.4111,220.2571391,203.2893854,238.1302587
HER42PB,136,1316.91,66,245,457,1592.002312,1369.362602,1846.36817,15195.39596,15433.8372,14924.49027,209.8610976,194.0595658,226.4009288
HER42PB,136.1,1317.94,58,337,465,1049.812516,898.706477,1224.241443,15702.66255,15873.27528,15507.48979,244.7843025,225.277613,265.528137
HER42PB,136.2,1318.98,43,342,450,802.2977517,685.3501511,937.9274582,15929.07955,16067.73808,15770.2011,265.8820671,244.1711399,289.1308116
HER42PB,136.3,1320.01,17,333,423,348.1693856,296.3362097,408.7734685,16293.6835,16375.72518,16200.34526,355.4064823,325.1979744,388.1406397
HER42PB,136.4,1321.04,72,285,435,1448.255527,1244.136479,1682.102348,15330.97539,15551.76699,15079.60217,218.0284545,201.3558966,235.5548509
HER42PB,136.5,1322.08,51,265,229,1059.62086,907.1720385,1235.569741,15695.34599,15867.08597,15498.88778,242.2925178,223.0013569,262.8018518
HER42PB,136.6,1323.11,48,244,404,1215.460822,1042.009205,1415.05887,15550.48732,15742.06565,15331.70385,231.3112288,213.1845137,250.4966444
HER42PB,136.7,1324.14,114,187,257,2913.067589,2535.622032,3333.485219,13926.59575,14314.16601,13496.02323,157.5960341,147.4713263,167.7509199
HER42PB,136.8,1325.18,16,316,566,403.3759132,343.4324573,473.4076892,16273.20402,16360.31156,16173.77103,320.6794313,293.5153556,350.0806481
HER42PB,136.9,1326.21,60,258,314,1316.432921,1129.577068,1531.041888,15455.37658,15659.7148,15222.3185,225.4498701,207.9674986,243.8989784
HER42PB,137,1327.24,76,243,689,1911.494753,1648.861378,2209.721647,14891.05168,15167.83273,14578.15978,194.7129381,180.5652575,209.3779404
HER42PB,137.1,1328.28,45,219,375,1195.418203,1024.668139,1391.975871,15565.28175,15754.60354,15349.05718,236.5594185,217.9876845,256.2263205
HER42PB,137.2,1329.31,64,246,558,1538.920767,1323.092969,1785.751137,15244.07175,15476.12434,14980.23183,214.2668503,198.0420592,231.2763977
HER42PB,137.3,1330.34,50,254,462,1206.673531,1034.39371,1404.957029,15559.14581,15749.57939,15341.6433,231.4400227,213.2862674,250.6590398
HER42PB,137.4,1331.38,18,160,477,856.3307971,731.8530936,1000.54507,15878.46697,16024.26227,15711.45979,262.4616038,241.1440077,285.2545135
HER42PB,137.5,1332.41,33,236,454,929.3073568,794.7187779,1085.022444,15812.63331,15967.81249,15634.94729,255.318704,234.7280967,277.289632
HER42PB,137.6,1333.44,28,215,445,856.3307971,731.8530936,1000.54507,15878.46697,16024.26227,15711.45979,262.4616038,241.1440077,285.2545135
HER42PB,137.7,1334.48,53,235,477,1377.147319,1182.309791,1600.663418,15397.68648,15609.6614,15156.1176,222.4255707,205.2881804,240.4783514
HER42PB,137.8,1335.51,24,283,469,592.4828111,505.2332366,694.061927,16110.02144,16221.81337,15982.01228,294.7551216,270.2127665,321.1851667
HER42PB,137.9,1336.54,7,199,398,295.1485992,251.0989131,346.7020816,16338.69338,16413.77795,16253.46351,363.4173903,332.3825063,397.0937775
HER42PB,138,1337.58,24,270,411,559.4483635,476.9542435,655.5422563,16129.738,16237.94803,16005.92849,308.0730057,282.3570927,335.7886274
HER42PB,138.1,1338.61,31,203,516,1011.643011,865.7591048,1180.160663,15734.51879,15900.48502,15544.62286,251.0975692,231.015243,272.4758469
HER42PB,138.2,1339.64,35,220,365,969.484465,829.3840126,1131.448055,15771.62188,15932.29307,15587.73442,256.153021,235.5822872,278.0768927
HER42PB,138.3,1340.67,28,179,583,1085.039407,929.1537218,1264.863918,15668.91403,15844.1185,15468.56638,243.3059339,223.9871515,263.8290703
HER42PB,138.4,1341.71,44,279,325,975.3348184,834.3963688,1138.259985,15774.09806,15934.93654,15589.96541,247.8264912,227.9264633,269.0339709
HER42PB,138.5,1342.74,45,279,467,1059.796864,907.3107217,1235.792346,15697.953,15869.51164,15501.68011,239.5095006,220.4370064,259.7869132
HER42PB,138.6,1343.77,47,237,323,1165.447967,998.7033573,1357.508152,15595.71355,15781.05363,15383.94373,236.0978567,217.5023794,255.8074897
HER42PB,138.7,1344.81,0,236,425,NA,NA,NA,NA,NA,NA,NA,NA,NA
HER42PB,138.8,1345.84,46,230,459,1217.504281,1043.792794,1417.389671,15546.23773,15738.24227,15326.99254,233.5173609,215.2243066,252.8771533
HER42PB,138.9,1346.87,71,282,572,1479.757655,1271.550391,1718.145334,15301.58469,15526.24788,15045.91442,215.9170185,199.4610962,233.1996154
HER42PB,139,1347.91,40,250,580,1065.42779,912.1936025,1242.262437,15689.16104,15861.70422,15491.80168,242.6705426,223.3615472,263.1952503
HER42PB,139.1,1348.94,24,281,484,583.4531911,497.505039,683.5308156,16114.32928,16225.22855,15987.37597,299.4768985,274.5257822,326.3525869
HER42PB,139.2,1349.97,59,303,419,1174.084207,1006.172802,1367.458801,15589.01525,15775.35474,15376.11299,234.1599147,215.7318287,253.6875821
HER42PB,139.3,1351.01,21,264,326,503.9211669,429.4187407,590.7937415,16176.42818,16277.51678,16060.85991,316.910023,290.32385,345.6057135
HER42PB,139.4,1352.04,29,247,390,790.4377146,675.1468313,924.1768775,15940.74487,16077.78867,15783.70412,266.0767802,244.3238723,289.3783758
HER42PB,139.5,1353.07,32,184,474,1180.536326,1011.758747,1374.884796,15583.10858,15770.25928,15369.29427,233.6144674,215.241343,253.080301
HER42PB,139.6,1354.11,46,266,370,1073.493901,919.1484018,1251.588649,15684.92174,15858.26007,15486.64223,238.8437302,219.8508994,259.0284895
HER42PB,139.7,1355.14,17,220,372,516.4672788,440.1608867,605.4212125,16163.51595,16266.4056,16045.87975,317.2761367,290.6928778,345.9584034
HER42PB,139.8,1356.17,53,213,477,1533.687687,1318.513834,1779.800288,15251.69521,15482.92473,14988.7472,211.876471,195.8208074,228.7118812
HER42PB,139.9,1357.21,53,286,324,1117.709604,957.3750989,1302.560136,15644.10298,15823.07679,15439.46835,235.4467862,216.8074783,255.2308817
HER42PB,140,1358.24,55,271,363,1167.410832,1000.415308,1359.748989,15591.49818,15777.26003,15379.27099,238.3503536,219.5840328,258.2393857
HER42PB,140.1,1359.26,7,227,462,247.1011239,210.147885,290.3843557,16371.50506,16440.9169,16292.95944,378.6531879,346.194582,413.9155723
HER42PB,140.2,1360.27,37,240,527,1019.335054,872.3846524,1189.064774,15730.77842,15897.48396,15540.02248,247.1458973,227.3907577,268.1721123
HER42PB,140.3,1361.29,45,242,384,1133.889435,971.3948187,1321.165674,15624.51485,15805.88216,15417.21714,238.8550859,219.9823887,258.8765544
HER42PB,140.4,1362.3,59,265,438,1313.891807,1127.383838,1528.107884,15455.70048,15659.86513,15222.85041,227.6670855,210.0103963,246.3010783
HER42PB,140.5,1363.32,48,265,272,1000.66592,856.271395,1167.501428,15747.24837,15911.61013,15559.14986,249.3450752,229.3778449,270.6080798
HER42PB,140.6,1364.34,0,217,424,NA,NA,NA,NA,NA,NA,NA,NA,NA
HER42PB,140.7,1365.35,29,188,564,1101.263619,943.1665338,1283.587307,15656.64942,15833.72296,15454.17493,239.3463335,220.3698701,259.4971272
HER42PB,140.8,1366.37,47,289,469,996.9935244,853.1006594,1163.261278,15750.86353,15914.73581,15563.31753,249.4023182,229.4229039,270.6805647
HER42PB,140.9,1367.39,41,159,512,1661.25484,1429.804667,1925.337769,15130.28236,15377.10601,14850.14107,205.7221717,190.3486923,221.780534
HER42PB,141,1368.4,15,166,636,731.7012668,624.6873321,855.968151,15986.45804,16116.40858,15837.5838,279.1000665,256.1634587,303.7074128
HER42PB,141.1,1369.42,37,195,581,1224.044968,1049.469898,1424.896229,15538.44254,15731.39458,15318.14674,234.7718648,216.3948942,254.2164018
HER42PB,141.2,1370.43,36,175,437,1283.201468,1100.762434,1492.86377,15482.85136,15683.27729,15254.18995,231.2065426,213.2196459,250.2056449
HER42PB,141.3,1371.45,30,187,324,1019.335054,872.3846524,1189.064774,15730.77842,15897.48396,15540.02248,247.1458973,227.3907577,268.1721123
HER42PB,141.4,1372.47,25,227,367,706.1306258,602.719631,826.2728371,16011.0528,16137.53896,15866.13675,280.0759443,257.0007819,304.8497834
HER42PB,141.5,1373.48,21,206,351,683.8425243,583.5903977,800.3614875,16029.16426,16152.88266,15887.43672,284.2525822,260.7863158,309.4611615
HER42PB,141.6,1374.5,50,217,485,1435.405729,1232.951374,1667.404201,15344.06482,15563.19728,15094.52725,217.7888205,201.1107117,235.327918
HER42PB,141.7,1375.51,62,295,484,1242.178168,1065.171201,1445.761702,15524.16156,15719.21313,15301.4946,230.919637,212.875037,250.0030712
HER42PB,141.8,1376.53,37,268,419,860.9251986,735.8239937,1005.844528,15870.39485,16017.08139,15702.40033,265.9393238,244.3539885,289.0145133
HER42PB,141.9,1377.55,49,266,257,1006.053515,860.9344473,1173.705197,15739.53714,15904.79529,15550.4434,251.6687147,231.5296311,273.1107719
HER42PB,142,1378.56,33,191,332,1146.66534,982.42941,1335.908689,15616.47928,15799.1937,15407.63897,234.114745,215.6362563,253.7117085
HER42PB,142.1,1379.58,13,242,359,386.4163766,328.9717752,453.5414634,16273.45333,16359.49759,16175.36432,337.3896647,308.7900058,368.3535854
HER42PB,142.2,1380.59,34,227,302,924.1461681,790.2703708,1079.051486,15817.22112,15971.74409,15640.28135,255.8920826,235.2449058,277.9265284
HER42PB,142.3,1381.61,0,202,393,NA,NA,NA,NA,NA,NA,NA,NA,NA
HER42PB,142.4,1382.63,47,207,288,1337.9749,1148.282611,1555.751125,15434.57731,15641.65443,15198.46659,224.7071581,207.3223273,243.0416574
HER42PB,142.5,1383.64,19,166,293,791.8868162,676.3952319,925.8544401,15938.80798,16076.08849,15781.50127,266.5645761,244.7756467,289.9036544
HER42PB,142.6,1384.66,16,150,133,630.5283361,537.8550157,738.3438035,16074.34684,16191.27594,15940.43747,292.3841881,268.1284165,318.4780915
HER42PB,142.7,1385.67,9,150,346,480.7420979,409.5697076,563.7729265,16204.58721,16301.99557,16093.21857,311.9300615,285.6940864,340.2678731
HER42PB,142.8,1386.69,0,136,411,NA,NA,NA,NA,NA,NA,NA,NA,NA
HER42PB,142.9,1387.71,68,211,296,1795.418273,1547.097862,2078.029797,15005.62995,15268.39906,14707.987,196.2111447,181.762448,211.242576
HER42PB,143,1388.72,21,164,291,866.0664264,740.2265982,1011.834918,15871.89645,16018.77972,15703.63369,259.2964921,238.2530511,281.7907639
HER42PB,143.1,1389.74,11,130,72,499.9720988,426.0135002,586.225278,16191.34189,16290.99314,16077.3509,305.9453827,280.252724,333.6831903
HER42PB,143.2,1390.76,16,214,263,465.1489667,396.2540212,545.5393028,16208.31292,16304.46524,16098.47256,323.7974825,296.5401044,353.2475067
HER42PB,143.3,1391.77,39,173,139,1161.151584,994.9878722,1352.557203,15599.03538,15783.87875,15387.82862,237.0724025,218.3927492,256.8735436
HER42PB,143.4,1392.79,30,236,339,791.5924175,676.1643168,925.4801119,15932.88243,16070.60026,15775.12072,272.7845225,250.4947881,296.6585322
HER42PB,143.5,1393.8,22,253,261,585.8577041,499.5510467,686.3529411,16117.65653,16228.43908,15990.79758,293.7451303,269.2692434,320.1088513
HER42PB,143.6,1394.82,0,206,204,NA,NA,NA,NA,NA,NA,NA,NA,NA
HER42PB,143.7,1395.84,47,277,403,1026.846816,878.8730622,1197.73356,15723.38285,15891.08705,15531.50075,247.0297057,227.2992591,268.025054
HER42PB,143.8,1396.85,38,296,223,718.1468319,613.0405669,840.2306422,15999.77989,16127.87312,15853.0252,279.3326465,256.3456828,304.0035229
HER42PB,143.9,1397.87,46,318,464,897.1079325,766.9701807,1047.764679,15841.85078,15992.8854,15668.87624,258.3006546,237.4037833,280.6184473
HER42PB,144,1398.88,36,222,362,996.8788011,853.0103569,1163.116004,15749.05109,15913.0512,15561.3739,251.3294812,231.1978147,272.7694695
HER42PB,144.1,1399.9,48,210,482,1437.93857,1235.1581,1670.298482,15341.14768,15560.63061,15091.22449,218.1731191,201.470658,235.7364003
HER42PB,144.2,1400.92,0,198,401,NA,NA,NA,NA,NA,NA,NA,NA,NA
HER42PB,144.3,1401.93,15,259,542,418.7340223,356.5809553,491.3178833,16245.63639,16335.92566,16142.61641,332.8889598,304.7527503,363.3250725
HER42PB,144.4,1402.95,43,177,480,1519.855091,1306.478086,1763.972282,15262.45957,15492.14661,15001.23366,214.9447091,198.6346698,232.0534272
HER42PB,144.5,1403.96,23,239,356,625.7177402,533.734793,732.7379843,16076.81892,16193.26009,15943.48409,294.7227042,270.2644891,321.0372926
HER42PB,144.6,1404.98,32,219,430,901.8025337,771.0390084,1053.16284,15831.71555,15983.79874,15657.59045,263.7412817,242.421625,286.5060793
HER42PB,144.7,1406,21,202,252,681.3277639,581.4278013,797.4441695,16032.72433,16156.01164,15891.48202,283.2072727,259.8199264,308.3331755
HER42PB,144.8,1407.01,0,231,305,NA,NA,NA,NA,NA,NA,NA,NA,NA
HER42PB,144.9,1408.03,38,297,454,803.7675177,686.6166247,939.6285217,15927.1227,16066.02039,15767.97566,266.3691487,244.6223492,289.655191
HER42PB,145,1409.05,18,244,307,484.2652282,412.5948164,567.8679031,16196.31366,16294.60303,16083.96391,316.6804757,290.0615184,345.4275545
HER42PB,145.1,1410.06,0,356,333,NA,NA,NA,NA,NA,NA,NA,NA,NA
HER42PB,145.2,1411.08,16,296,311,361.242078,307.4844694,424.084977,16289.60787,16372.78685,16194.8922,346.4094176,316.9880498,378.2821947
HER42PB,145.3,1412.09,29,288,491,689.167185,588.1490748,806.5685909,16028.26228,16152.37516,15886.05388,279.8299071,256.7351323,304.6368932
HER42PB,145.4,1413.11,19,238,502,561.445703,478.6746864,657.855478,16124.21591,16232.98654,15999.78744,311.5977593,285.5981379,339.6164459
HER42PB,145.5,1414.13,19,277,429,462.4881715,393.9792309,542.4318025,16210.30089,16306.12995,16100.83745,324.4703092,297.1501866,353.9901116
HER42PB,145.6,1415.14,0,210,242,NA,NA,NA,NA,NA,NA,NA,NA,NA
HER42PB,145.7,1416.16,30,251,257,690.1676295,589.0302856,807.6982637,16020.21,16145.01187,15877.26317,286.8817365,263.2172131,312.2979388
HER42PB,145.8,1417.17,0,244,288,NA,NA,NA,NA,NA,NA,NA,NA,NA
HER42PB,145.9,1418.19,0,228,349,NA,NA,NA,NA,NA,NA,NA,NA,NA
HER42PB,146,1419.21,9,215,270,306.7954623,261.0270824,360.3508393,16332.80962,16409.09623,16246.1471,357.654284,327.1360572,390.7614307
HER42PB,146.1,1420.22,29,179,193,948.5012245,811.2626781,1107.226282,15796.18367,15953.75435,15615.77491,252.5744695,232.242339,274.2581821
HER42PB,146.2,1421.24,15,209,257,451.1502844,384.2856162,529.1911313,16219.54586,16313.93428,16111.7564,326.563221,299.0394678,356.3118337
HER42PB,146.3,1422.25,22,211,415,743.0028161,634.3790428,869.1181796,15981.70293,16112.70834,15831.58159,272.5536262,250.1719873,296.5596037
HER42PB,146.4,1423.27,20,189,200,648.7530645,553.4770171,759.5619964,16061.44732,16180.50127,15925.07029,287.0589834,263.2810845,312.6270849
HER42PB,146.5,1424.29,48,222,362,1290.475645,1107.051811,1501.246909,15479.65278,15680.7371,15250.23035,227.1309447,209.4704606,245.7821134
HER42PB,146.6,1425.3,18,210,321,574.7134388,490.0142994,673.3534636,16122.90957,16232.59465,15997.34972,299.636359,274.6504144,326.5561826
HER42PB,146.7,1426.32,14,254,227,344.2232969,292.9651466,404.1603337,16298.90181,16380.27409,16206.32881,354.1342644,324.0201301,386.7702225
HER42PB,146.8,1427.34,10,236,291,302.0234773,256.9635304,354.752286,16331.96809,16408.02973,16245.60529,363.2678014,332.2661037,396.9017907
HER42PB,146.9,1428.35,37,209,376,1091.158178,934.4334502,1271.932619,15665.21658,15841.05834,15464.13642,240.8846077,221.767582,261.1903316
HER42PB,147,1429.37,25,210,437,828.1397258,707.5840907,967.8854323,15905.18739,16047.24032,15742.43833,263.9322508,242.4349614,286.9356104
HER42PB,147.1,1430.38,26,226,414,797.7080573,681.4106259,932.5928303,15931.02719,16069.25811,15772.65296,268.5241196,246.5906304,292.01358
HER42PB,147.2,1431.4,34,277,343,748.3846988,639.019371,875.3432029,15972.19367,16104.26159,15820.88986,276.6809957,253.9784101,301.026305
HER42PB,147.3,1432.42,20,143,298,922.2496675,788.6496727,1076.837027,15815.62131,15970.15026,15638.69846,259.3883941,238.4594329,281.7238838
HER42PB,147.4,1433.43,7,224,328,255.7874237,217.5537131,300.5623741,16361.56749,16432.33747,16281.45482,379.9044511,347.3681861,415.2421781
HER42PB,147.5,1434.45,35,195,282,1101.142006,943.0706367,1283.433628,15654.92045,15832.11306,15452.32466,241.1969117,222.0756705,261.5010761
HER42PB,147.6,1435.46,10,164,176,393.8305711,335.3083227,462.2043149,16264.89672,16352.09279,16165.48562,338.5320762,309.858261,369.5694373
HER42PB,147.7,1436.48,52,243,266,1204.453827,1032.472652,1402.401402,15560.88709,15751.06333,15343.67561,231.9184476,213.7233845,251.1823564
HER42PB,147.8,1437.5,11,192,333,412.5249683,351.2645686,484.0780629,16256.78157,16345.78571,16155.21001,327.9528299,300.2090879,357.9712916
HER42PB,147.9,1438.51,7,231,380,231.2148487,196.6263761,271.7350828,16370.78387,16439.27474,16293.42334,395.2606468,361.3582524,432.1009506
HER42PB,148,1439.53,0,254,347,NA,NA,NA,NA,NA,NA,NA,NA,NA
HER42PB,148.1,1440.54,0,181,344,NA,NA,NA,NA,NA,NA,NA,NA,NA
HER42PB,148.2,1441.56,32,185,351,1073.136299,918.8665554,1251.136497,15679.69677,15853.39731,15481.04749,244.4262956,224.9954998,265.0753768
HER42PB,148.3,1442.58,57,162,424,1985.703637,1714.025797,2293.757725,14818.54628,15104.12769,14496.11378,193.0094518,179.1058811,207.3878665
HER42PB,148.4,1443.59,16,183,447,610.614591,520.7796775,715.1668165,16092.21544,16206.52164,15961.32317,294.4293363,269.9580466,320.7693846
HER42PB,148.5,1444.61,13,130,499,762.4345848,651.1020262,891.6403312,15957.31956,16091.3887,15803.7421,277.5052267,254.7686422,301.8769387
HER42PB,148.6,1445.63,41,133,194,1685.138359,1450.651011,1952.569427,15109.86161,15359.42621,14826.69256,202.2593946,187.1821493,217.9973814
