Isla Hermite,HER42PB,HER42PB_1C,91,101.6,103.1,102.3,0.75,969.6,262.47,704.4,1211.57,964.76,964.87,733.8,1228.69,987.38,984.12,722.51,1247.45,983.58,983.57,19813.25,51338.0625,1.355625,48.25,326.75,105.125,89.875,5844.6875,103.0625,195.5,141,4.6875,81,737.875,723.75,33472.6875,5638.625,0.16844744,15.92273008,77.84214797,33.25833229,26.33343882,1077.600774,55.46706981,45.24894106,40.70053235,17.21518225,64.85368147,124.9345829,85.96627246,1265.466118,263.6467017,0.208339598,0.004281336,5009.073815,901.6332867,15679.13954,2038.28814,1886.233337,264.0726672,299.9841868,35.99810242,15409.2047,2773.656846,5.39869674,0.377908772,7.652397974,4.132294906,44.99762802,6.299667923,66.23589727,5.961230754,17.07719827,2.732351723,188.3177471,3.766354942,7.331532035,0.366576602,0.077922078,0.002861012,3.671632112,0.017471977,0.002388704,13.6716322
Isla Hermite,HER42PB,HER42PB_1C,97,109.8,111,110.4,0.6,1052.02,263.15,785.82,1300.84,1056.03,1052.75,804.81,1303.18,1067.53,1064.77,789.38,1315.68,1070.21,1065.46,16921.61538,49881.46154,1.324615385,141.3076923,678.9230769,282.6153846,185.2307692,12232.53846,75.53846154,155,121.3846154,18.84615385,154.9230769,1114.538462,623.3846154,25794.53846,4972.769231,0.195670324,69.29572451,216.8123081,104.7238738,63.36159963,2118.662063,47.02413456,27.67369389,41.97725269,21.27927847,98.61073432,331.4459773,130.8138235,4043.609333,333.2474441,0.082413363,0.021617578,7175.3422,1291.561596,23770.8588,3090.211644,2339.38198,327.5134772,436.78518,52.4142216,17175.5766,3091.603788,7.2536503,0.507755521,6.6532882,3.592775628,28.9478943,4.052705202,36.659792,3.29938128,24.826568,3.97225088,254.965373,5.09930746,15.9139461,0.795697305,0.099833611,0.002319468,2.323333849,0.059860723,0.007376837,12.32333383
Isla Hermite,HER42PB,HER42PB_1C,104,119.2,120.3,119.8,0.55,1151.08,252.01,882.66,1375.37,1158.87,1149.39,902.93,1376.89,1164.11,1157.89,882.65,1386.67,1167.13,1159.45,19878.16667,52794.58333,1.33,39.33333333,303.5,110,79.33333333,7711.666667,129.0833333,199.0833333,91.33333333,0,66.75,578.9166667,707.1666667,32997.16667,5546.833333,0.168132583,15.37609321,39.81890825,26.28860797,16.47771682,1455.913917,50.1460745,37.71293083,46.3667854,0,63.50966283,75.18638457,84.37883549,295.6363963,148.9745758,0.503911486,0.005472609,6260.84885,1126.952793,19931.45628,2591.089316,1783.788743,249.730424,323.6804956,38.84165947,29105.71327,5239.028389,7.23671292,0.506569904,8.016836814,4.32909188,31.06311504,4.348836106,39.88560708,3.589704637,19.90308814,3.184494102,231.5407717,4.630815434,9.931686372,0.496584319,0.129411765,0.002225684,1.719847035,0.038574925,0.004520922,11.71984693
Isla Hermite,HER42PB,HER42PB_1D,118,127.3,128.4,127.8,0.55,1235.41,220.5,994.17,1421.11,1239.43,1229.41,1009.85,1426.4,1252.14,1241.66,990.36,1431.36,1249.36,1239.31,21778.75,54049.75,1.334166667,33.83333333,259.0833333,59.16666667,43.5,4211.75,87.58333333,204.5,130.4166667,0,40.66666667,350.6666667,860.75,38024.33333,5991.5,0.157741404,12.6981268,43.06540129,25.26525942,26.32143958,1840.126484,46.17251905,36.68167737,46.11735689,0,46.90674178,120.5678484,97.13451311,1456.261798,163.1917444,0.112062093,0.006384214,5656.960644,1018.252916,21097.44306,2742.667598,2617.070294,366.3898412,421.6584628,50.59901554,12943.05626,2329.750127,5.413025996,0.37891182,7.99757167,4.318688702,27.88986141,3.904580597,25.82803284,2.324522956,18.26896274,2.923034038,237.9234012,4.758468024,19.67739493,0.983869747,0.089795918,0.002544941,2.834139231,0.036185219,0.004644061,12.83413918
Isla Hermite,HER42PB,HER42PB_1D,121,130.9,132.2,131.6,0.65,1274.94,207.42,1032.05,1450.1,1276.25,1265.52,1062.5,1451.14,1287.99,1280.24,1042.88,1457.72,1288.54,1277.54,20312.92857,50184.42857,1.258571429,34.42857143,317.7857143,62.14285714,49.14285714,2503.428571,60.57142857,189.3571429,91.35714286,2.142857143,55.5,591.2142857,780.5714286,35953.57143,5881.5,0.163619124,21.97100987,47.41499044,21.19091657,24.89935786,617.8216962,32.13125554,24.81192996,31.14138266,6.712298046,52.11931578,134.3698561,124.5513266,1366.805862,268.7328528,0.19661377,0.005467138,3648.143898,656.6659016,15108.07419,1964.049645,1282.645911,179.5704275,195.5844371,23.47013245,7988.703067,1437.966552,3.181449904,0.222701493,6.481861022,3.500204952,25.96709783,3.635393696,17.02060447,1.531854402,10.8681745,1.73890792,200.4648971,4.009297942,7.802635527,0.390131776,0.088315217,0.003101959,3.512372044,0.016574652,0.002239629,13.5123722
Isla Hermite,HER42PB,HER42PB_1D,131,143.2,144.4,143.8,0.6,1397.96,133.11,1242.71,1517.55,1396.27,1393,1263.65,1517.05,1405.17,1402.73,1252.65,1518.87,1403.08,1400.17,21612.38462,53592,1.345384615,23.69230769,233.7692308,29.23076923,20.69230769,2313.538462,119.0769231,192.1538462,142,2.153846154,40.69230769,351,935.1538462,39021.84615,6083.461538,0.155899836,14.01418695,44.63584853,17.06924059,16.39809245,715.9628267,52.50152623,31.66187548,44.60941605,7.765802747,50.95976291,124.9339826,82.24135836,1242.545026,270.6306263,0.217803476,0.004803623,5049.87496,908.9774928,16222.83208,2108.96817,1694.217096,237.1903934,259.3390696,31.12068835,12805.9724,2305.075032,4.0172756,0.281209292,6.76410592,3.652617197,22.2037868,3.108530152,20.90723648,1.881651283,15.70363184,2.512581094,201.5309088,4.030618176,6.75540424,0.337770212,0.123329908,0.004374134,3.546693884,0.039158958,0.005304744,13.54669376
Isla Hermite,HER42PB,HER42PB_1D,137,150.7,151.9,151.3,0.6,1479.44,100.955,1368.62,1572.73,1470.99,1469.28,1382.17,1596.35,1490.89,1489.22,1378.93,1580.84,1482.57,1480.79,20654.53846,50993.53846,1.311538462,23.69230769,243.1538462,45.38461538,43,1943.153846,94.61538462,213.4615385,97.30769231,0.692307692,47.15384615,505.3846154,792.9230769,37184.76923,5991.692308,0.161160914,10.15204918,29.52356729,20.443167,21.57931108,516.4619777,49.97922645,34.5509657,42.89596837,2.496150883,56.08750032,59.54905326,129.0829588,837.2833206,161.1972832,0.192524178,0.00389021,3309.7982,595.763676,14715.29986,1912.988982,1150.276453,161.0387034,172.5557713,20.70669256,6997.205183,1259.496933,2.856953727,0.199986761,5.489630722,2.96440059,20.00182283,2.800255196,15.64215778,1.4077942,9.202783759,1.472445401,193.3528611,3.867057222,5.180678081,0.259033904,0.060180542,0.005269398,8.755982962,0.013441273,0.002521043,18.75598274
Isla Hermite,HER42PB,HER42PB_1D,144,159.2,160.3,159.8,0.55,1615.29,243.265,1415.33,1898.47,1579.89,1600.1,1424.89,1927.84,1599.42,1621.78,1420.64,1907.17,1588.99,1610.76,18959.91667,48486.91667,1.343333333,59.08333333,377.4166667,138.5833333,100.3333333,4972,80.91666667,182.5,93.66666667,0,72.16666667,798.9166667,712.25,32347.41667,5663.666667,0.175100004,13.27648867,55.33609431,45.78498828,23.13727152,807.4639311,52.92096737,33.87275655,55.83959712,0,61.82796268,143.1765968,155.1387209,638.7272086,185.5519204,0.290502609,0.005075289,5997.873908,1079.617303,19331.44723,2513.08814,2133.687133,298.7161986,334.5877951,40.15053541,14513.69839,2612.46571,5.301363572,0.37109545,7.080750354,3.823605191,29.54255159,4.135957223,29.06945023,2.616250521,21.18442756,3.38950841,222.8833073,4.457666146,11.73028539,0.58651427,0.050738007,0.0021463,4.230161363,0.025845412,0.003677844,14.23016144
Isla Hermite,HER42PB,HER42PB_1D,147,162.9,164.1,163.5,0.6,1671.38,248.025,1452.86,1985.09,1636.56,1656.92,1463.88,1979.85,1663.47,1680.27,1463.39,1959.44,1650.02,1668.58,18723.15385,49544,1.31,77.23076923,460.3076923,152.4615385,110.0769231,5959.538462,92,188.5384615,124.3076923,48.38461538,130.5384615,836.9230769,684.3846154,32166.92308,5570.846154,0.173317609,31.84900272,68.80695776,44.86203923,41.25825481,1860.64454,44.52340209,37.63778107,36.57728032,43.63396701,65.77058028,121.5191765,64.57881291,1446.475974,206.0003423,0.142415322,0.005319313,4295.763522,773.237434,16304.49768,2119.584698,1670.874143,233.92238,264.1328625,31.6959435,10760.96847,1936.974325,4.125981149,0.28881868,7.101215107,3.834656158,30.53387748,4.274742847,22.37893368,2.014104031,15.49870515,2.479792824,201.1247375,4.02249475,9.839292734,0.491964637,0.051391863,0.002277083,4.430824114,0.017654625,0.002547708,14.43082397
Isla Hermite,HER42PB,HER42PB_1E,158,169.3,170.5,169.9,0.6,1768.09,307.335,1491.07,2112.89,1737.21,1755.12,1511.91,2153.16,1761.48,1778.87,1505.24,2119.91,1749.15,1768.72,20527.46154,50818.76923,1.289230769,31,202.0769231,38.23076923,30.38461538,2567.153846,105.2307692,185.7692308,139.3076923,2.461538462,54.07692308,384.4615385,850.5384615,36937.69231,5948.307692,0.161139714,13.99404635,27.72622567,23.16662055,16.97811563,398.2561668,45.15741697,36.61091332,48.54102151,8.87520314,59.33866297,92.43792096,87.74737924,1170.200366,125.4746884,0.107224961,0.004651018,1024.567593,184.4221667,5436.594439,706.7572771,410.3823586,57.4535302,66.61077661,7.993293193,3223.639501,580.2551102,1.260301438,0.088221101,2.834914669,1.530853921,7.835581975,1.096981477,7.99662512,0.719696261,4.023302013,0.643728322,74.85729626,1.497145925,2.834914669,0.141745733,0.050526316,0.001812442,3.587125617,0.011055003,0.001502057,13.58712562
Isla Hermite,HER42PB,HER42PB_1E,162,175.6,176.8,176.2,0.6,1865.93,321.43,1562.53,2214.75,1840.09,1853.68,1588.41,2254.17,1864.6,1877.13,1577.12,2219.98,1846.1,1863.47,20266.61538,50557.07692,1.296153846,37.46153846,261.1538462,64.15384615,46.15384615,2530.076923,60.76923077,195.8461538,96.84615385,3.384615385,81.07692308,559,792.3846154,36342.69231,5778.692308,0.159008354,12.05276859,20.42403059,20.63106943,18.87169907,586.9543511,34.90977381,33.18093367,29.29688878,5.315675898,68.77191958,98.81885785,89.79656495,750.4690072,190.5585582,0.253919291,0.004217192,3756.973168,676.2551702,14110.24974,1834.332466,1400.001342,196.0001879,211.0280805,25.32336966,11941.27554,2149.429597,5.526713106,0.386869917,27.22539319,14.70171232,42.45588235,5.943823529,30.50864809,2.745778328,12.28390196,1.965424314,180.6386068,3.612772136,7.531822497,0.376591125,0.051172708,0.001735007,3.390492164,0.013038629,0.001745937,13.39049209
Isla Hermite,HER42PB,HER42PB_1E,166,181.9,183.1,182.5,0.6,1962.25,343.98,1631.42,2325.55,1938.58,1952.55,1654.69,2363.1,1961.99,1975.21,1646.83,2334.79,1947.88,1959.45,20731.53846,52902.38462,1.318461538,31.92307692,272.6923077,62.84615385,47.84615385,4088.769231,131.3076923,214.0769231,140.3076923,0,15.84615385,525.3076923,796.0769231,36519.92308,5963,0.163310219,10.13625127,39.05420296,22.25925333,19.46726378,939.5475998,53.4515117,22.17529233,39.18202099,0,25.22844345,118.9000873,80.44507602,681.6369343,125.3189265,0.183849965,0.003554801,3191.150345,574.4070621,13479.76097,1752.368926,914.3215586,128.0050182,153.4316483,18.4117978,10687.50441,1923.750794,2.678001972,0.187460138,5.932120552,3.203345098,20.43760841,2.861265177,16.5256,1.487304,7.299756414,1.167961026,178.3340179,3.566680358,6.704264966,0.335213248,0.052956752,0.001640061,3.096982287,0.010361439,0.001357036,13.09698224
Isla Hermite,HER42PB,HER42PB_1E,174,194.9,196.1,195.5,0.6,2159.03,374.79,1785.36,2541,2153.77,2158.09,1826.49,2545.31,2178.12,2176.99,1794.59,2544.17,2156.74,2159.79,20100.38462,49962.53846,1.267692308,26.84615385,244.1538462,48.30769231,32.76923077,1928.846154,60.84615385,197.4615385,116.3846154,15.53846154,74.61538462,423.3076923,818,36934.30769,5845.692308,0.158259801,12.62831576,34.3943943,22.44023401,21.39374459,264.8329178,27.74841183,29.4635803,38.54118676,24.22331998,55.64850771,64.2396355,116.8168082,628.3382031,204.0736732,0.32478317,0.004344619,3125.582355,562.6048239,14253.70812,1852.982056,982.7018051,137.5782527,143.7066162,17.24479394,6996.743289,1259.413792,4.257107492,0.297997524,4.605044162,2.486723847,16.48459618,2.307843465,37.24969056,3.35247215,8.233526579,1.317364253,188.1781856,3.763563712,5.05239131,0.252619566,0.063492063,0.001579051,2.487005724,0.011521916,0.001438742,12.4870055
Isla Hermite,HER42PB,HER42PB_1E,179,202.5,203.6,203,0.55,2259.95,385.135,1868.29,2644.16,2260.64,2260.89,1910.99,2647.63,2275.69,2275.13,1870.62,2640.89,2261.26,2258.48,20055.5,49857.58333,1.296666667,29.58333333,307,63,45.91666667,2723.583333,61.58333333,180.6666667,106.9166667,0.916666667,51.41666667,516.6666667,820,35850.5,5694.166667,0.159231477,13.48034484,44.7965096,30.91042778,18.90867205,777.316416,28.83324575,35.33304745,31.56078791,3.175426481,53.5867323,162.3320577,125.8910062,2095.436492,204.4183915,0.097554086,0.009293497,2826.666898,508.8000416,11992.59067,1559.036787,1202.301468,168.3222055,150.7094709,18.08513651,9342.936185,1681.728513,3.122609518,0.218582666,6.051611715,3.267870326,25.87423565,3.622392991,33.9089395,3.051804555,7.965558382,1.274489341,182.2674644,3.645349288,3.847254066,0.192362703,0.077247191,0.001411451,1.827187107,0.015616121,0.001846948,11.82718721
Isla Hermite,HER42PB,HER42PB_1F,184,201.4,202.5,202,0.55,2275.66,380.805,1883.17,2654,2278.9,2277.7,1925.54,2661.65,2293.22,2291.72,1888.38,2649.99,2276.4,2273.56,17848.91667,46531.83333,1.351666667,58,372.4166667,161.9166667,92,5626.416667,118.5,167,111.75,8.666666667,109,838.4166667,685.75,29826.58333,5373.166667,0.180552756,22.57109978,48.57133149,70.43044065,29.12043956,1083.502356,46.81782877,23.16737518,41.78978779,18.20755754,60.99180273,133.33857,111.4019136,2086.976824,209.49152,0.100380377,0.007225279,5457.248831,982.3047896,19005.72883,2470.744748,2108.785455,295.2299637,365.7716364,43.89259637,13791.08364,2482.395055,5.441252987,0.380887709,7.643347532,4.127407667,26.97965714,3.777152,33.08473766,2.977626389,19.53359169,3.12537467,225.088187,4.50176374,10.66656208,0.533328104,0.078459344,0.00141301,1.800945432,0.03146543,0.003713218,11.80094538
Isla Hermite,HER42PB,HER42PB_1F,189,208.1,209.3,208.7,0.6,2365.17,379.32,1939.23,2717.63,2370.56,2363.3,1995.7,2746.84,2381.05,2377.68,1957.5,2716.14,2368.53,2359.52,20220.53846,51050.30769,1.374615385,39.07692308,298.5384615,78.23076923,74.15384615,3000.538462,53.53846154,223.2307692,104.3076923,6.538461538,113.6923077,678.6923077,746,35866.07692,5805.307692,0.161911888,11.16140328,37.26395798,22.31275363,25.69320972,653.9572636,34.85593059,38.33873986,62.15623409,18.2145335,66.01311059,120.5351848,85.93020424,907.484202,214.0375297,0.235858133,0.006097002,2756.113305,496.1003949,10921.53411,1419.799434,775.5257867,108.5736101,131.1007878,15.73209454,11345.31869,2042.157364,2.424955924,0.169746915,6.281092925,3.39179018,32.78276452,4.589587033,17.72327666,1.595094899,7.558500739,1.209360118,150.0197423,3.000394846,6.063146568,0.303157328,0.083449235,0.001485866,1.7805624,0.015921432,0.001875634,11.78056235
Isla Hermite,HER42PB,HER42PB_1F,191,210.9,212.2,211.5,0.65,2408.4,372.975,1980.18,2753.24,2414.57,2405.5,2043.76,2776.93,2424.14,2420.51,2006.82,2752.77,2412.79,2402.44,20839.21429,52023.14286,1.305714286,35.5,261.9285714,61.71428571,45.28571429,2586.285714,80,204.0714286,114.4285714,4.571428571,69.85714286,466.9285714,761.8571429,37067.14286,5968.928571,0.161095717,12.44526478,54.48000944,18.15924673,22.92606367,414.6270666,51.84592559,39.37680748,58.25634899,17.10471948,72.39300555,104.2352844,75.16121867,1010.38377,125.1629487,0.123876642,0.003859601,2828.534907,509.1362833,13096.11662,1702.495161,993.0986057,139.0338048,174.0963235,20.89155882,8584.603441,1545.228619,2.969961652,0.207897316,7.062851662,3.813939897,17.54257349,2.455960289,19.13786718,1.722408046,7.439046804,1.190247489,166.9684155,3.33936831,6.36986061,0.318493031,0.086608927,0.001631628,1.883903357,0.021131873,0.002511291,11.88390348
Isla Hermite,HER42PB,HER42PB_1F,197,219.3,220.5,219.9,0.6,2536.16,360.935,2108.18,2854.03,2544.21,2528.28,2159.21,2866.83,2555.41,2542.75,2149.22,2871.09,2544.46,2532.99,19194.46154,49531.69231,1.379230769,46.07692308,340.8461538,134.1538462,78.23076923,4920,77.53846154,187,120.3846154,0,110,706,713.8461538,32886,5503.461538,0.167499311,17.32753848,66.26820021,88.49561774,30.96813913,1624.99841,33.83690142,34.29042626,35.97577533,0,84.20213774,120.782863,82.48620708,1192.708053,109.6582687,0.091940579,0.005339263,3423.57602,616.2436836,13147.58443,1709.185976,599.0527127,83.86737978,107.6482229,12.91778675,7683.311513,1382.996072,3.689626761,0.258273873,5.405800223,2.91913212,15.70576463,2.198807048,34.46965096,3.102268586,7.303239025,1.168518244,192.3751513,3.847503026,4.803531513,0.240176576,0.0829302,0.001581757,1.907335398,0.01583464,0.001885484,11.90733535
Isla Hermite,HER42PB,HER42PB_1F,200,223.4,224.6,224,0.6,2598.15,328.575,2210.41,2889.21,2604.2,2591.48,2250.24,2900.14,2619.24,2606.86,2240.42,2897.57,2607.67,2596.29,19982.23077,50426.92308,1.265384615,28.76923077,274.5384615,68.46153846,48,2100.384615,50.69230769,180.6153846,123.2307692,3.076923077,57.76923077,583.4615385,792.6923077,36347.15385,5900.230769,0.162356609,10.48136319,54.92664105,28.64325221,19.68078589,529.9414336,40.71114633,36.16521916,47.88554731,11.09400392,62.79617006,97.00997834,88.52625281,571.8657835,139.5923552,0.244099856,0.004157268,2194.360902,394.9849624,11323.61093,1472.069421,690.7048329,96.69867661,104.6054626,12.55265551,9567.109814,1722.079767,2.746114854,0.19222804,5.360618674,2.894734084,16.67157469,2.334020457,22.71049639,2.043944675,4.662067798,0.745930848,171.3980626,3.427961252,2.662592467,0.133129623,0.078023407,0.001739811,2.22985806,0.011120409,0.00136001,12.22985813
Isla Hermite,HER42PB,HER42PB_1F,205,230.3,231.5,230.9,0.6,2703.17,315.775,2322.58,2985.7,2719.49,2699.17,2368.05,2982.35,2731.58,2714.59,2348.63,2980.18,2717.73,2702.82,19796.15385,50700.30769,1.296153846,44.61538462,328.5384615,99.76923077,66.76923077,3544.615385,59.38461538,194.0769231,96.15384615,3.307692308,98.84615385,672.5384615,722.2307692,34894.30769,5658.461538,0.16214632,9.570253058,47.78356653,19.95057997,20.4497508,476.9419144,35.9108583,23.67650572,44.62033571,10.01153181,67.46338038,72.87959864,94.70142013,660.9249055,195.1566104,0.29527804,0.0041325,2525.307497,454.5553495,11871.90515,1543.34767,549.7826232,76.96956725,83.17074012,9.980488814,5459.728289,982.751092,2.27561944,0.159293361,3.651541303,1.971832304,16.66345413,2.332883578,20.69597487,1.862637738,4.800340815,0.76805453,190.1380415,3.80276083,3.129892546,0.156494627,0.077821012,0.001818816,2.337178108,0.011602851,0.001431464,12.33717804
Isla Hermite,HER42PB,HER42PB_1F,209,235.8,236.9,236.4,0.55,2790.58,282.36,2493.93,3024.65,2803.68,2788.81,2501.14,3028.42,2809.62,2798.45,2456.87,3021.59,2802.49,2787.89,17580.41667,45366.5,1.338333333,39.66666667,293.1666667,112.0833333,65.91666667,4402.416667,58,155.75,65.33333333,1.166666667,110,728.6666667,634.75,30147.58333,5197.75,0.172582198,16.03027439,66.31307746,53.70196938,17.9669309,915.7233066,40.5126243,27.4892541,33.65691428,4.041451884,67.30257323,147.1012844,131.0621816,1660.962725,236.2129721,0.142214493,0.006051654,5697.238235,1025.502882,21435.85886,2786.661652,1725.260893,241.536525,306.2265551,36.74718661,11114.88978,2000.68016,5.029922831,0.352094598,6.72326864,3.630565066,24.69330757,3.45706306,25.50832915,2.295749624,18.92485386,3.027976618,248.0408721,4.960817442,10.2233775,0.511168875,0.114107884,0.002058037,1.803588468,0.046605254,0.005501092,11.80358849
Isla Hermite,HER42PB,HER42PB_1F,211,238.4,239.5,239,0.55,2831.89,274.855,2543.94,3052.32,2848.28,2831.18,2542.62,3064.65,2850.04,2838.83,2503.14,3052.85,2843.69,2828.1,18956.58333,48810.16667,1.255833333,49.16666667,326.9166667,96.41666667,64.08333333,4278,77.58333333,182.8333333,117.6666667,4.916666667,63.41666667,667,774.9166667,33155.91667,5587.166667,0.168527858,20.98845281,65.24284473,33.8001031,38.10621122,984.480112,34.09467656,46.72517977,60.50594762,13.18027682,51.5072075,53.46876743,121.973513,426.741237,108.4710547,0.25418461,0.003435355,5573.411793,1003.214123,18063.59942,2348.267925,2165.153606,303.1215048,346.4020468,41.56824562,13675.84016,2461.651229,5.877569688,0.411429878,7.291340643,3.937323947,32.30269493,4.52237729,29.23295322,2.63096579,21.81206384,3.489930214,211.4460624,4.228921248,23.116,1.1558,0.14379085,0.0021125,1.469147894,0.046397006,0.005321341,11.46914793
