"Location","Site","Section","sample","min_depth","max_depth","midpoint","Mn","Mn_sd","Mn_ICP","Mn_ICP_sd","fit","lwr","upr"
"Isla Hermite","HER42PB","HER42PB_1I",301,332.1,333.3,332.7,-1.07009176172874,-0.053504588086437,0.439900102419613,0.0219950051209807,-0.273478092217205,-1.22534148083715,0.678385296402739
"Isla Hermite","HER42PB","HER42PB_1I",303,334.9,336.2,335.6,-0.922885908809808,-0.0461442954404904,-0.351508540355126,-0.0175754270177563,-0.170103999932068,-1.12147949053839,0.781271490674256
"Isla Hermite","HER42PB","HER42PB_1I",312,347.6,348.8,348.2,-1.09375317799879,-0.0546876588999395,0.189590381317153,0.00947951906585763,-0.290094126026976,-1.24207654571672,0.661888293662764
"Isla Hermite","HER42PB","HER42PB_1I",317,354.3,355.4,354.9,-0.406112660983234,-0.0203056330491617,0.61152676718365,0.0305763383591825,0.192795737762019,-0.760315439424949,1.14590691494899
"Isla Hermite","HER42PB","HER42PB_1I",320,358.3,359.6,358.9,-0.395901717027555,-0.0197950858513778,0.519155506950906,0.0259577753475453,0.199966288673292,-0.753233161825318,1.1531657391719
"Isla Hermite","HER42PB","HER42PB_1I",322,361,362.2,361.6,-0.318805572662652,-0.0159402786331326,0.685461758704435,0.0342730879352217,0.254106418188352,-0.699826771109391,1.2080396074861
"Isla Hermite","HER42PB","HER42PB_1J",335,369.7,370.8,370.2,-0.44365614044761,-0.0221828070223805,0.588006178484438,0.0294003089242219,0.166431139929126,-0.786373406952768,1.11923568681102
"Isla Hermite","HER42PB","HER42PB_1J",340,376.7,377.9,377.3,-1.02720585737702,-0.051360292868851,0.574673439903392,0.0287336719951696,-0.243361820708438,-1.1950381203876,0.708314478970727
"Isla Hermite","HER42PB","HER42PB_1J",342,379.6,380.9,380.3,-1.00893852936469,-0.0504469264682346,0.648016540373845,0.0324008270186923,-0.230533740748946,-1.18214156938574,0.721074087887851
"Isla Hermite","HER42PB","HER42PB_1J",346,385.3,386.5,385.9,-0.577495008920372,-0.0288747504460186,0.106819861085188,0.0053409930542594,0.0724439018777895,-0.879497286505503,1.02438509026108
"Isla Hermite","HER42PB","HER42PB_1J",349,389.6,390.9,390.2,-0.605104317120511,-0.0302552158560255,0.480814063112883,0.0240407031556441,0.0530554936235214,-0.898752302366281,1.00486328961332
"Isla Hermite","HER42PB","HER42PB_1J",352,394,395.2,394.6,-0.384358435480865,-0.0192179217740432,0.418944111853329,0.0209472055926665,0.208072462634582,-0.745229289479129,1.16137421474829
